17:18:26.016	SERVER	admin	OK	Server was started (port: 1984).
20:03:52.310	127.0.0.1:55803	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=1999 return $p	0.37 ms
20:03:52.312	127.0.0.1:55803	admin	OK	Query executed in 2.25 ms.	2.68 ms
20:11:28.165	127.0.0.1:56054	admin	REQUEST	OPEN f1	0.39 ms
20:11:28.171	127.0.0.1:56054	admin	OK	Database 'f1' was opened in 5.08 ms.	5.35 ms
20:11:32.204	127.0.0.1:56054	admin	REQUEST	OPEN f1	0.48 ms
20:11:32.205	127.0.0.1:56054	admin	OK	Database 'f1' was opened in 0.03 ms.	0.33 ms
20:11:32.205	127.0.0.1:56054	admin	REQUEST	DELETE RSS	0.35 ms
20:11:32.213	127.0.0.1:56054	admin	OK	0 resource(s) deleted in 2.51 ms.	7.64 ms
20:11:34.082	127.0.0.1:56054	admin	REQUEST	ADD TO RSS [...]	0.15 ms
20:11:34.103	127.0.0.1:56054	admin	OK	Resource(s) added in 15.28 ms.	20.44 ms
20:11:34.103	127.0.0.1:56054	admin	REQUEST	XQUERY <root>{ for $i in collection('f1')//item[position()<6] return <elem> {$i/title} {$i/pubDate} {$i/author} {$i/link} {$i/description} </elem>} </root>	0.32 ms
20:11:34.114	127.0.0.1:56054	admin	OK	Query executed in 9.93 ms.	10.39 ms
20:11:39.979	127.0.0.1:56054	admin	REQUEST	XQUERY for $c in collection('f1')//ConstructorTable where $c/@season=2013 return $c	0.28 ms
20:11:39.981	127.0.0.1:56054	admin	OK	Query executed in 1.68 ms.	2.04 ms
20:11:40.503	127.0.0.1:56054	admin	REQUEST	ADD TO 2013/2013_constructors [...]	0.11 ms
20:11:40.509	127.0.0.1:56054	admin	OK	Resource(s) added in 2.78 ms.	5.93 ms
20:11:40.509	127.0.0.1:56054	admin	REQUEST	XQUERY for $c in collection('f1')//ConstructorTable where $c/@season=2013 return $c	0.28 ms
20:11:40.511	127.0.0.1:56054	admin	OK	Query executed in 1.68 ms.	2.08 ms
20:12:37.682	127.0.0.1:56054	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=1999 return $p	0.67 ms
20:12:37.685	127.0.0.1:56054	admin	OK	Query executed in 2.3 ms.	2.86 ms
20:12:38.178	127.0.0.1:56054	admin	REQUEST	ADD TO 1999/1999_drivers [...]	0.15 ms
20:12:38.189	127.0.0.1:56054	admin	OK	Resource(s) added in 4.27 ms.	11.59 ms
20:12:38.190	127.0.0.1:56054	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=1999 return $p	0.25 ms
20:12:38.193	127.0.0.1:56054	admin	OK	Query executed in 2.73 ms.	3.16 ms
20:14:45.691	127.0.0.1:56074	admin	REQUEST	OPEN f1	1.54 ms
20:14:45.697	127.0.0.1:56074	admin	OK	Database 'f1' was opened in 4.96 ms.	5.83 ms
20:15:04.102	127.0.0.1:56084	admin	REQUEST	OPEN f1	0.24 ms
20:15:04.106	127.0.0.1:56084	admin	OK	Database 'f1' was opened in 2.99 ms.	3.22 ms
20:15:04.411	127.0.0.1:56084	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2000 return $p	0.41 ms
20:15:04.413	127.0.0.1:56084	admin	OK	Query executed in 1.89 ms.	2.22 ms
20:15:04.952	127.0.0.1:56084	admin	REQUEST	ADD TO 2000/2000_drivers [...]	0.12 ms
20:15:04.970	127.0.0.1:56084	admin	OK	Resource(s) added in 9.64 ms.	17.12 ms
20:15:04.970	127.0.0.1:56084	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2000 return $p	0.23 ms
20:15:04.973	127.0.0.1:56084	admin	OK	Query executed in 1.88 ms.	2.18 ms
20:15:26.375	127.0.0.1:56093	admin	REQUEST	OPEN f1	0.26 ms
20:15:26.377	127.0.0.1:56093	admin	OK	Database 'f1' was opened in 2.66 ms.	2.93 ms
20:15:27.406	127.0.0.1:56093	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2010 return $p	0.3 ms
20:15:27.409	127.0.0.1:56093	admin	OK	Query executed in 2.0 ms.	2.46 ms
20:15:27.902	127.0.0.1:56093	admin	REQUEST	ADD TO 2010/2010_drivers [...]	0.11 ms
20:15:27.910	127.0.0.1:56093	admin	OK	Resource(s) added in 4.68 ms.	8.07 ms
20:15:27.911	127.0.0.1:56093	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2010 return $p	0.39 ms
20:15:27.913	127.0.0.1:56093	admin	OK	Query executed in 2.09 ms.	2.42 ms
20:16:24.766	127.0.0.1:56093	admin	REQUEST	OPEN f1	0.37 ms
20:16:24.766	127.0.0.1:56093	admin	OK	Database 'f1' was opened in 0.02 ms.	0.24 ms
20:16:24.767	127.0.0.1:56093	admin	REQUEST	DELETE RSS	0.37 ms
20:16:24.773	127.0.0.1:56093	admin	OK	1 resource(s) deleted in 1.51 ms.	5.78 ms
20:16:26.777	127.0.0.1:56093	admin	REQUEST	ADD TO RSS [...]	0.11 ms
20:16:26.797	127.0.0.1:56093	admin	OK	Resource(s) added in 15.08 ms.	19.46 ms
20:16:26.798	127.0.0.1:56093	admin	REQUEST	XQUERY <root>{ for $i in collection('f1')//item[position()<6] return <elem> {$i/title} {$i/pubDate} {$i/author} {$i/link} {$i/description} </elem>} </root>	0.35 ms
20:16:26.808	127.0.0.1:56093	admin	OK	Query executed in 9.57 ms.	9.95 ms
20:16:28.700	127.0.0.1:56093	admin	REQUEST	XQUERY <root>{for $c in collection('f1')//Circuit return <elem> {$c/CircuitName} {$c/Location} </elem>}</root>	0.31 ms
20:16:28.714	127.0.0.1:56093	admin	OK	Query executed in 13.65 ms.	14.08 ms
22:39:34.186	127.0.0.1:56513	admin	REQUEST	OPEN f1	0.5 ms
22:39:34.191	127.0.0.1:56513	admin	OK	Database 'f1' was opened in 4.68 ms.	5.18 ms
22:40:33.534	127.0.0.1:56513	admin	REQUEST	OPEN f1	0.52 ms
22:40:33.534	127.0.0.1:56513	admin	OK	Database 'f1' was opened in 0.03 ms.	0.26 ms
22:40:33.535	127.0.0.1:56513	admin	REQUEST	DELETE RSS	0.28 ms
22:40:33.542	127.0.0.1:56513	admin	OK	1 resource(s) deleted in 1.95 ms.	6.6 ms
22:40:35.497	127.0.0.1:56513	admin	REQUEST	ADD TO RSS [...]	0.12 ms
22:40:35.518	127.0.0.1:56513	admin	OK	Resource(s) added in 15.24 ms.	20.21 ms
22:40:35.518	127.0.0.1:56513	admin	REQUEST	XQUERY <root>{ for $i in collection('f1')//item[position()<6] return <elem> {$i/title} {$i/pubDate} {$i/author} {$i/link} {$i/description} </elem>} </root>	0.38 ms
22:40:35.532	127.0.0.1:56513	admin	OK	Query executed in 13.43 ms.	13.85 ms
22:40:38.058	127.0.0.1:56513	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2010 return $p	0.47 ms
22:40:38.060	127.0.0.1:56513	admin	OK	Query executed in 1.88 ms.	2.21 ms
22:40:40.160	127.0.0.1:56513	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2020 return $p	0.29 ms
22:40:40.162	127.0.0.1:56513	admin	OK	Query executed in 2.0 ms.	2.32 ms
22:40:42.668	127.0.0.1:56513	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2019 return $p	0.49 ms
22:40:42.671	127.0.0.1:56513	admin	OK	Query executed in 2.26 ms.	2.63 ms
22:40:46.771	127.0.0.1:56513	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2018 return $p	0.34 ms
22:40:46.774	127.0.0.1:56513	admin	OK	Query executed in 2.61 ms.	3.13 ms
22:40:50.125	127.0.0.1:56513	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2017 return $p	0.32 ms
22:40:50.127	127.0.0.1:56513	admin	OK	Query executed in 1.45 ms.	1.89 ms
22:41:27.382	127.0.0.1:56529	admin	REQUEST	OPEN f1	0.26 ms
22:41:27.385	127.0.0.1:56529	admin	OK	Database 'f1' was opened in 2.66 ms.	2.9 ms
22:41:27.956	127.0.0.1:56529	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2017 return $p	1.08 ms
22:41:27.958	127.0.0.1:56529	admin	OK	Query executed in 1.58 ms.	2.02 ms
22:41:48.868	127.0.0.1:56542	admin	REQUEST	OPEN f1	0.27 ms
22:41:48.870	127.0.0.1:56542	admin	OK	Database 'f1' was opened in 2.62 ms.	2.82 ms
22:41:49.199	127.0.0.1:56542	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2017 return $p	0.28 ms
22:41:49.201	127.0.0.1:56542	admin	OK	Query executed in 1.57 ms.	1.84 ms
22:42:09.723	127.0.0.1:56550	admin	REQUEST	OPEN f1	0.42 ms
22:42:09.726	127.0.0.1:56550	admin	OK	Database 'f1' was opened in 2.89 ms.	3.12 ms
22:42:09.957	127.0.0.1:56550	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2017 return $p	0.24 ms
22:42:09.959	127.0.0.1:56550	admin	OK	Query executed in 1.55 ms.	1.9 ms
22:42:10.532	127.0.0.1:56550	admin	REQUEST	ADD TO 2017/2017_drivers [...]	0.12 ms
22:42:10.539	127.0.0.1:56550	admin	OK	Resource(s) added in 4.3 ms.	7.67 ms
22:42:10.540	127.0.0.1:56550	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2017 return $p	0.18 ms
22:42:10.542	127.0.0.1:56550	admin	OK	Query executed in 1.74 ms.	1.99 ms
22:42:13.543	127.0.0.1:56550	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2017 return $p	0.36 ms
22:42:13.546	127.0.0.1:56550	admin	OK	Query executed in 1.9 ms.	2.19 ms
22:42:22.530	127.0.0.1:56550	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2013 return $p	0.25 ms
22:42:22.531	127.0.0.1:56550	admin	OK	Query executed in 1.48 ms.	1.72 ms
22:42:23.331	127.0.0.1:56550	admin	REQUEST	ADD TO 2013/2013_drivers [...]	0.12 ms
22:42:23.337	127.0.0.1:56550	admin	OK	Resource(s) added in 3.36 ms.	6.41 ms
22:42:23.337	127.0.0.1:56550	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2013 return $p	0.18 ms
22:42:23.339	127.0.0.1:56550	admin	OK	Query executed in 1.62 ms.	1.96 ms
22:42:32.324	127.0.0.1:56550	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2006 return $p	0.36 ms
22:42:32.326	127.0.0.1:56550	admin	OK	Query executed in 1.34 ms.	1.64 ms
22:42:32.858	127.0.0.1:56550	admin	REQUEST	ADD TO 2006/2006_drivers [...]	0.1 ms
22:42:32.865	127.0.0.1:56550	admin	OK	Resource(s) added in 3.24 ms.	6.5 ms
22:42:32.865	127.0.0.1:56550	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2006 return $p	0.28 ms
22:42:32.869	127.0.0.1:56550	admin	OK	Query executed in 2.9 ms.	3.54 ms
22:42:38.254	127.0.0.1:56550	admin	REQUEST	XQUERY for $c in collection('f1')//ConstructorTable where $c/@season=2013 return $c	0.37 ms
22:42:38.256	127.0.0.1:56550	admin	OK	Query executed in 1.6 ms.	1.87 ms
22:42:42.481	127.0.0.1:56550	admin	REQUEST	XQUERY for $c in collection('f1')//ConstructorTable where $c/@season=2018 return $c	0.35 ms
22:42:42.483	127.0.0.1:56550	admin	OK	Query executed in 1.48 ms.	1.85 ms
22:42:44.493	127.0.0.1:56550	admin	REQUEST	XQUERY for $c in collection('f1')//ConstructorTable where $c/@season=2013 return $c	0.27 ms
22:42:44.494	127.0.0.1:56550	admin	OK	Query executed in 1.45 ms.	1.72 ms
22:42:46.577	127.0.0.1:56550	admin	REQUEST	XQUERY for $c in collection('f1')//ConstructorTable where $c/@season=2019 return $c	0.49 ms
22:42:46.580	127.0.0.1:56550	admin	OK	Query executed in 2.76 ms.	3.42 ms
22:42:48.609	127.0.0.1:56550	admin	REQUEST	XQUERY for $c in collection('f1')//ConstructorTable where $c/@season=2009 return $c	0.39 ms
22:42:48.612	127.0.0.1:56550	admin	OK	Query executed in 1.93 ms.	2.45 ms
22:42:49.311	127.0.0.1:56550	admin	REQUEST	ADD TO 2009/2009_constructors [...]	0.15 ms
22:42:49.316	127.0.0.1:56550	admin	OK	Resource(s) added in 2.51 ms.	5.47 ms
22:42:49.317	127.0.0.1:56550	admin	REQUEST	XQUERY for $c in collection('f1')//ConstructorTable where $c/@season=2009 return $c	0.17 ms
22:42:49.318	127.0.0.1:56550	admin	OK	Query executed in 1.49 ms.	1.71 ms
22:42:51.922	127.0.0.1:56550	admin	REQUEST	XQUERY for $c in collection('f1')//ConstructorTable where $c/@season=2006 return $c	0.34 ms
22:42:51.925	127.0.0.1:56550	admin	OK	Query executed in 1.6 ms.	2.11 ms
22:42:52.498	127.0.0.1:56550	admin	REQUEST	ADD TO 2006/2006_constructors [...]	0.11 ms
22:42:52.506	127.0.0.1:56550	admin	OK	Resource(s) added in 3.48 ms.	7.17 ms
22:42:52.507	127.0.0.1:56550	admin	REQUEST	XQUERY for $c in collection('f1')//ConstructorTable where $c/@season=2006 return $c	0.25 ms
22:42:52.508	127.0.0.1:56550	admin	OK	Query executed in 1.77 ms.	2.02 ms
22:43:05.505	127.0.0.1:56559	admin	REQUEST	OPEN f1	0.23 ms
22:43:05.508	127.0.0.1:56559	admin	OK	Database 'f1' was opened in 2.97 ms.	3.15 ms
22:43:13.060	127.0.0.1:56566	admin	REQUEST	OPEN f1	0.37 ms
22:43:13.063	127.0.0.1:56566	admin	OK	Database 'f1' was opened in 2.61 ms.	2.78 ms
22:48:42.721	127.0.0.1:56641	admin	REQUEST	OPEN f1	0.47 ms
22:48:42.724	127.0.0.1:56641	admin	OK	Database 'f1' was opened in 2.95 ms.	3.16 ms
22:50:24.887	127.0.0.1:56669	admin	REQUEST	OPEN f1	0.27 ms
22:50:24.890	127.0.0.1:56669	admin	OK	Database 'f1' was opened in 2.64 ms.	2.88 ms
23:00:13.742	127.0.0.1:56669	admin	REQUEST	OPEN f1	0.42 ms
23:00:13.742	127.0.0.1:56669	admin	OK	Database 'f1' was opened in 0.02 ms.	0.22 ms
23:00:13.743	127.0.0.1:56669	admin	REQUEST	DELETE RSS	0.27 ms
23:00:13.748	127.0.0.1:56669	admin	OK	1 resource(s) deleted in 1.66 ms.	5.47 ms
23:00:15.710	127.0.0.1:56669	admin	REQUEST	ADD TO RSS [...]	0.18 ms
23:00:15.723	127.0.0.1:56669	admin	OK	Resource(s) added in 10.05 ms.	13.3 ms
23:00:15.724	127.0.0.1:56669	admin	REQUEST	XQUERY <root>{ for $i in collection('f1')//item[position()<6] return <elem> {$i/title} {$i/pubDate} {$i/author} {$i/link} {$i/description} </elem>} </root>	0.27 ms
23:00:15.734	127.0.0.1:56669	admin	OK	Query executed in 10.49 ms.	10.81 ms
23:00:18.697	127.0.0.1:56669	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2020 return $p	0.34 ms
23:00:18.700	127.0.0.1:56669	admin	OK	Query executed in 1.94 ms.	2.21 ms
23:00:39.019	127.0.0.1:56669	admin	REQUEST	XQUERY <root>{for $c in collection('f1')//Circuit return <elem> {$c/CircuitName} {$c/Location} </elem>}</root>	0.41 ms
23:00:39.036	127.0.0.1:56669	admin	OK	Query executed in 16.64 ms.	17.04 ms
23:02:46.212	127.0.0.1:56717	admin	REQUEST	OPEN f1	0.4 ms
23:02:46.215	127.0.0.1:56717	admin	OK	Database 'f1' was opened in 2.95 ms.	3.17 ms
23:10:14.700	SERVER	admin	OK	Server was stopped (port: 1984).
